DateID,LabID,OthLabID,Problems,CRA,Error,DC13,Material,Species,SiteID,SiteName,SiteContext,SiteType,Longitude,Latitude,LocQual,Source,Comments
1,A-3951,,,3760,130,-23.9,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
2,A-3953,,,3810,120,-26.1,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
3,A-3954,,,3670,110,-23.4,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
4,A-3955,,,3600,130,-24.5,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
5,A-3956,,,3600,100,-22.7,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
6,A-3957,,,4080,180,-25,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
7,A-3958,,,3790,150,-23.8,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
8,A-3959,,,3640,80,-23.6,charcoal,,30,La Muculufa,sanctuary,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
9,A-3960,,,3650,90,-22.9,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
10,A-3961,,,3690,130,-24.5,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
11,A-3962,,,3610,150,-24.2,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
12,A-3963,,,3760,200,-24.1,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
13,A-3964,,,3610,120,-25,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
14,A-3965,,,3770,130,-24.6,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
15,A-3966,,,3690,120,-24.8,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
16,A-3967,,,3730,90,-24.4,charcoal,,30,La Muculufa,sanctuary,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
17,A-3968,,,3720,120,-24.3,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,CalPal; Pacciarelli et al. 2015,
18,A-4730,,,3310,110,,,,25876,Madre Chiesa,,,13.9464,37.099,A,Skeates 1994,
19,A-4731,,,2900,90,,,,25876,Madre Chiesa,,,13.9464,37.099,A,Skeates 1994,
20,A-5283,,,3790,60,,charcoal,,30,La Muculufa,nord hut 2,settlement ,14.011918,37.216112,A,Hinz et al. 2012; Pacciarelli et al. 2015,
21,A-5284,,,3680,100,,charcoal,,30,La Muculufa,,settlement ,14.011918,37.216112,A,McConnell 1995,
22,A-6522,,,3135,65,,,,5184,"Ustica, Faraglioni",Room 10,settlement,13.182,38.7189,A,Skeates 2003,
23,A-6523,,,3560,55,,,,5184,"Ustica, Faraglioni",Room 8,settlement,13.182,38.7189,A,Skeates 2003,
24,A-6546,,,3960,70,,charcoal,,30,La Muculufa,Hut 3,settlement ,14.011918,37.216112,A,Hinz et al. 2012; Pacciarelli et al. 2015;  McConnell 1995,
25,A-6547,,,3990,60,,charcoal,,30,La Muculufa,hut 3 ,settlement ,14.011918,37.216112,A,Hinz et al. 2012; Pacciarelli et al. 2015;  McConnell 1995,
26,A-7884,,,3055,55,,,,5184,"Ustica, Faraglioni",Room 14,settlement,13.182,38.7189,A,Skeates 2003,
27,A-7885,,,3120,70,,,,5184,"Ustica, Faraglioni",Room 12,settlement,13.182,38.7189,A,Skeates 2003,
28,A-7886,,,2985,55,,,,5184,"Ustica, Faraglioni",Room 15,settlement,13.182,38.7189,A,Skeates 2003,
29,A-7887,,,3085,60,,,,5184,"Ustica, Faraglioni",Room 13,settlement,13.182,38.7189,A,Skeates 2003,
30,A-7888,,,2950,55,,,,5184,"Ustica, Faraglioni",Room 16,settlement,13.182,38.7189,A,Skeates 2003,
31,A-7889,,,2885,55,,,,5184,"Ustica, Faraglioni",Room 17,settlement,13.182,38.7189,A,Skeates 2003,
32,AA-18111,,,9750,175,,,,25882,Monteleone,,settlement,8.5602,40.4743,A,CalPal,
33,AA-58899,,,6266,48,,charcoal,Arbutus unedo,88,"Rio Saboccu, Guspini","Structure 2, lower layer",settlement ,8.5702,39.6838,A,Pearce 2013aa,
34,AA-58900,,,5679,62,,,,17545,Cuccuru is Arrius,,,8.5028,39.9196,A,Bignon et al. 2008,
35,AA-58901,,,5617,64,,,,17545,Cuccuru is Arrius,,,8.5028,39.9196,A,Bignon et al. 2008,
36,AA-58902,,,5798,63,,,,17545,Cuccuru is Arrius,,,8.5028,39.9196,A,Bignon et al. 2008,
37,AA-64824,,,3054,55,,bone,Homo Sapiens,25864,"Is Aruttas, Cabras",,settlement,8.5333,39.9333,A,Lai 2008,
38,AA-64825,,,4476,43,-19.9,bone,Homo Sapiens,25837,Cannas di Sotto,,Settlement,8.5322,39.1628,A,Paulsson 2017,
39,AA-66511,,,1644,36,,charcoal,,302,"Bule (Monte Viso), Oncino","Boulder circle, shelter B",mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,
40,AA-66512,,,5393,42,,charcoal,,302,"Bule (Monte Viso), Oncino",shelter B,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,
41,AA-66513,,,5605,42,,charcoal,,302,"Bule (Monte Viso), Oncino",shelter B,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,
42,AA-66514,,,5662,71,,charcoal,,302,"Bule (Monte Viso), Oncino",shelter B,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,
43,AA-66515,,,6222,44,,charcoal,,302,"Bule (Monte Viso), Oncino",shelter,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,
44,AA-66516,,,5963,61,,charcoal,,302,"Bule (Monte Viso), Oncino",shelter,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,
45,AA-66517,,,6212,71,,charcoal,,302,"Bule (Monte Viso), Oncino",shelter,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2006,
46,AA-72149,,,3738,42,,bone,Homo Sapiens,25865,"Iscalitas 2, Soleminis",,settlement,9.1833,39.35,A,Lai 2008,
47,AA-72150,,,3699,42,,bone,Homo Sapiens,25846,Concali Corongiu ,,settlement,8.6333,39.2833,A,Lai 2008,
48,AA-75017,,,5044,37,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",
49,AA-75018,,,6005,43,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",
50,AA-75019,,,5791,50,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",
51,AA-75020,,,6121,43,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",
52,AA-75021,,,6040,40,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",
53,AA-75022,,,6107,43,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",
54,AA-75653,,,6327,41,,charcoal,,25923,Su Stangioni,,,8.8601,38.8874,A,Lugliè 2018,
55,AA-75654,,,6341,46,,charcoal,,25923,Su Stangioni,,,8.8601,38.8874,A,Lugliè 2018,
56,AA-77514,,,5575,41,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",
57,AA-77883,,,2530,43,,charcoal,,302,"Bule (Monte Viso), Oncino",,mine (jadeite),7.1316,44.6343,A,"Quaderni della Soprintendenza Archeologica del Piemonte 23, 182-224, 2008; Pétrequin et al. 2012",
58,AA-78327,,,5078,58,,bone,Homo Sapiens,10677,San Benedetto,burial,Rock-cut tomb,8.5184,39.3708,A,Paulsson 2017,
59,AA-78328,,,5044,58,,bone,Homo Sapiens,10677,San Benedetto,burial,Rock-cut tomb,8.5184,39.3708,A,Paulsson 2017,
60,AA-78329,,,4969,52,,,,10677,San Benedetto,burial,Rock-cut tomb,8.5184,39.3708,A,Melis 2013,
61,AA-78330,,,4984,52,,bone,Homo Sapiens,10677,San Benedetto,burial,Rock-cut tomb,8.5184,39.3708,A,Paulsson 2017,
62,AA-80543,,,6040,80,,bone,,17545,Cuccuru is Arrius,,,8.5028,39.9196,A,Lugliè  2018,
63,AA-80547,,,6359,43,,fruit (charred),,25923,Su Stangioni,,,8.8601,38.8874,A,Lugliè 2018,
64,AA-80983,,,6401,46,,charcoal,,302,"Bule (Monte Viso), Oncino",Cercle des Blocs,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2012,
65,AA-80984,,,5898,44,,charcoal,,302,"Bule (Monte Viso), Oncino",Cercle des Blocs,mine (jadeite),7.1316,44.6343,A,Pétrequin et al. 2012,
66,AAMS-5H19,,,4430,50,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,
67,AAMS-8A,,,4670,50,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,
68,AAMSA-1,,,4250,40,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,
69,AAMSA-14A,,,3700,60,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,
70,AAMSA-14B,,,4340,100,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,
71,AAMSA-15,,,4190,50,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,
72,AAMSA-5H18,,,3890,120,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,
73,AAMSA-6,,,4340,60,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,
74,AAMSA-8B,,,4290,60,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",burial,cemetery,11.748,42.5462,A,De Marinis 2001,
75,ANSTO-,,NoLabID,4670,50,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 8,cemetery,11.748,42.5462,A,Skeates 2003,
76,ANSTO-,,NoLabID,4430,50,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 5,cemetery,11.748,42.5462,A,Skeates 2003,
77,ANSTO-,,NoLabID,4340,100,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 14,cemetery,11.748,42.5462,A,Skeates 2003,
78,ANSTO-,,NoLabID,4340,60,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 6,cemetery,11.748,42.5462,A,Skeates 2003,
79,ANSTO-,,NoLabID,4290,60,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 8,cemetery,11.748,42.5462,A,Skeates 2003,
80,ANSTO-,,NoLabID,4250,40,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 1,cemetery,11.748,42.5462,A,Skeates 2003,
81,ANSTO-,,NoLabID,4190,50,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 15,cemetery,11.748,42.5462,A,Skeates 2003,
82,ANSTO-,,NoLabID,3890,120,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 5,cemetery,11.748,42.5462,A,Skeates 2003,
83,ANSTO-,,NoLabID,3700,60,,bone,Homo Sapiens,16610,"La Selvicciola, Ischia di Castro",tomb 14,cemetery,11.748,42.5462,A,Skeates 2003,
84,ANSTO-NA,,,4760,70,,charcoal,,9794,Pian dei Cavalli,,settlement,9.3193,46.4247,A,Moe et al. 2007,
85,ANSTO-NA,,,3660,90,,charcoal,,9794,Pian dei Cavalli,,settlement,9.3193,46.4247,A,Moe et al. 2007,
86,ARC-1651,,,3430,40,,charcoal,,25954,Chiaravalle,,settlement,9.888,44.9286,A,Capuzzo et al. 2014,
87,B-60691,,,5020,110,,,,430,"Arene Candide, Finale Ligure",layer 8H,cave,8.3283,44.1625,A,Visentini 2006,
88,B-60692,,,5290,80,,charcoal,,430,"Arene Candide, Finale Ligure",layer 13,cave,8.3283,44.1625,A,Visentini 2006,
89,B-60700,,,5320,70,,charcoal,,430,"Arene Candide, Finale Ligure",layer 10-9H,cave,8.3283,44.1625,A,Visentini 2006,
90,B-65306,,,5250,140,,charcoal,,430,"Arene Candide, Finale Ligure",layer 13-11 H,cave,8.3283,44.1625,A,Visentini 2006,
91,Beta 80604,,,6630,70,,charcoal,,25867,La Defensola,,,16.1482,41.8989,A,Whitehouse 2014,
92,Beta-,,NoLabID,3440,70,,charcoal,,306,Poggio Fornello,"SU 8, pole hole (BA)",,10.751,42.9451,A,Capuzzo et al. 2014,
93,Beta-,,NoLabID,2900,40,,charcoal,,12356,Sant'Aniceto,"Trench T4 112e/105n; Fill, context 458, depth -317",,15.9134,37.9475,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
94,Beta-,,NoLabID,2880,40,,charcoal,,12356,Sant'Aniceto,"Trench T4 112e/104n; Grey fill, context 433",,15.9134,37.9475,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
95,Beta-,,NoLabID,2860,40,,charcoal,,12356,Sant'Aniceto,"Trench T4 110e/107n; Surface (outdoors?), context 455 in N extension, sealing top of wall at depth -99",,15.9134,37.9475,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
96,Beta-,,,6360,70,,,,26001,San Domenico,,,17.4283,40.8526,A,Fiorentino et al. 2013,
97,Beta-1002251,,,3650,70,,,,9798,Valle Lagorara,,quarry,9.5258,44.3502,A,Skeates 2001,
98,Beta-100729,,,4530,50,,,,9798,Valle Lagorara,,quarry,9.5258,44.3502,A,Skeates 2001,
99,Beta-106143,,,6410,60,,wood,,25871,Lago Rotondo,,,8.3965,44.3168,A,Branch et al. 2014,
100,Beta-106576,,,3850,80,,,,13676,"Lastruccia 2B, Sesto Fiorentino",,settlement,11.1935,43.821,A,Skeates 2003,
101,Beta-106577,,,3850,80,,charcoal,,13593,"Lastruccia 2A, Sesto Fiorentino",,settlement,11.1935,43.821,A,Alessandri 2019,
102,Beta-106578,,,3840,60,,,,13593,"Lastruccia 2A, Sesto Fiorentino",,settlement,11.1935,43.821,A,Skeates 2003,
103,Beta-106579,,,3630,80,,charcoal,,15859,"Lastruccia 3, Sesto Fiorentino",,settlement,11.1935,43.821,A,Alessandri 2019,
104,Beta-106580,,,3880,80,,,,15859,"Lastruccia 3, Sesto Fiorentino",,settlement,11.1935,43.821,A,Skeates 2003,
105,Beta-106582,,,3780,70,,charcoal,,15859,"Lastruccia 3, Sesto Fiorentino",,settlement,11.1935,43.821,A,Alessandri 2019,
106,Beta-106583,,,3200,70,,charcoal,,16896,"Termine Est 2, Sesto Fiorentino",,settlement,11.22,43.8213,A,Alessandri 2019,
107,Beta-106584,,,3680,70,,charcoal,,16896,"Termine Est 2, Sesto Fiorentino",,settlement,11.22,43.8213,A,Alessandri 2019,
108,Beta-106585,,,5190,70,,,,11268,Neto di Bolasse,,settlement,11.1798,43.8429,A,"Tiné, V., 2004; Manfredini et al. 2009",
109,Beta-106586,,,5170,140,,,,11268,Neto di Bolasse,,settlement,11.1798,43.8429,A,"Tiné, V., 2004; Manfredini et al. 2009",
110,Beta-109619,,,6370,50,,charcoal,Rhamnus,430,"Arene Candide, Finale Ligure",layer 9b,cave,8.3283,44.1625,A,Pearce 2013a,
111,Beta-109620,,,5910,50,,,,430,"Arene Candide, Finale Ligure",,cave,8.3283,44.1625,A,Binder and Maggi 2001,
112,Beta-1096205,,,5910,50,,,,430,"Arene Candide, Finale Ligure",layer 7d,cave,8.3283,44.1625,A,Binder and Maggi 2001; Pearce 2013a,
113,Beta-109622,,,4350,50,,bone,Homo Sapiens,446,"Castellari, Loano",burial,,8.2624,44.1495,A,Skeates and Whitehouse 1997-98,
114,Beta-10979,,,6000,60,,charcoal,,12931,Pian del Ciliegio,,rock shelter,8.3749,44.2023,A,Capelli et al. 2008,
115,Beta-110542,,,6830,40,,grain,Hordeum vulgare,430,"Arene Candide, Finale Ligure",layer 10,cave,8.3283,44.1625,A,Binder and Maggi 2001; Pearce 2013a,
116,Beta-121444,,,4170,60,,charcoal,Quercus,5193,"Castiglione Chiavarese, Monte Loreto",ML6US321A,mine (copper),9.5305,44.2755,A,Maggi and Pearce 2005,
117,Beta-121726,,,4280,40,,charcoal,,5193,"Castiglione Chiavarese, Monte Loreto",ML6US330,mine (copper),9.5305,44.2755,A,Maggi and Pearce 2005,
118,Beta-122937,,,4330,50,,charcoal,,12350,Umbro,"Trench 1 (-8n/-37e); 181 cm, intrusive into layer III",,15.9237,37.9612,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
119,Beta-122938,,,5790,50,,charcoal,,12350,Umbro,Trench 1 (-8n/-37e); 210-220 cm (Base layer III),,15.9237,37.9612,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
120,Beta-122939,,,6750,50,,charcoal,,12350,Umbro,Trench 1 (-8n/-36e); 250-260 cm (layer V),,15.9237,37.9612,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
121,Beta-123150,,,4720,60,,charcoal,Acer,5193,"Castiglione Chiavarese, Monte Loreto",ML6US118,mine (copper),9.5305,44.2755,A,Maggi and Pearce 2005,
122,Beta-124040,,,3240,40,,,,12932,Gragnano,,settlement,12.0959,43.5814,A,Moroni Lanfredini and Benvenuti 2010,
123,Beta-124041,,,4940,50,,,,12933,Il Moresco,,settlement,12.1342,43.549,A,Rubinos  and Ruiz-Gálvez 2003,
124,Beta-134710,,,5690,120,,charcoal,,25831,Borgo Cascino,,settlement,14.2002,37.4969,A,Skeates 2003,
125,Beta-135146,,,5930,70,,charcoal,,12350,Umbro,Trench 1 (-7n/-36e); 160-170 cm (layers II/III),,15.9237,37.9612,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
126,Beta-135147,,,6620,60,,charcoal,,12350,Umbro,Trench 1 (-7n/-36e); 180-190 cm (top of layer III),,15.9237,37.9612,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
127,Beta-135150,,,3390,60,,charcoal,,12350,Umbro,Trench 6 (-60n/-6e); 60-70 (base of pot scatter upon cobbled surface),,15.9237,37.9612,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
128,Beta-135159,,,4090,60,,charcoal,Arbutus unedo,5193,"Castiglione Chiavarese, Monte Loreto",ML2T10US10,mine (copper),9.5305,44.2755,A,Maggi and Pearce 2005,
129,Beta-135160,,,4600,80,,charcoal,Prunus,5193,"Castiglione Chiavarese, Monte Loreto",ML6US260A,mine (copper),9.5305,44.2755,A,Maggi and Pearce 2005,
130,Beta-135161,,,4000,60,,charcoal,Pistacia,5193,"Castiglione Chiavarese, Monte Loreto",ML6US332,mine (copper),9.5305,44.2755,A,Maggi and Pearce 2005,
131,Beta-135162,,,4240,60,,charcoal,Quercus ilex,5193,"Castiglione Chiavarese, Monte Loreto",ML3T5US209,mine (copper),9.5305,44.2755,A,Maggi and Pearce 2005,
132,Beta-135853,,,4090,50,,charcoal,,5193,"Castiglione Chiavarese, Monte Loreto",ML10T8US26,mine (copper),9.5305,44.2755,A,Maggi and Pearce 2005,
133,Beta-145962,,,5370,50,,charcoal,,1646,Chiarentana,,,11.7844,43.0124,A,Pessina and Radi 2002,
134,Beta-147286,,,4150,40,,charcoal,,12350,Umbro,"Trench 1 (-9n/-38e); 310-320, intrusive into layer III",,15.9237,37.9612,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
135,Beta-148989,,,2800,70,,charcoal,,12936,Su Putzu 4,UE-5; Pr-B1.6; HZ93-198,settlement,8.8968,40.1988,A,Rubinos  and Ruiz-Gálvez 2003,
136,Beta-148990,,,2810,60,,charcoal,,12936,Su Putzu 4,UE-7; F1.1:4c-4g; HZ94-81,settlement,8.8968,40.1988,A,Rubinos  and Ruiz-Gálvez 2003,
137,Beta-148991,,,2790,60,,charcoal,,12937,Gasoru,"structure B, base house; Pr-B1.6; HZ93-180; Structure B, basement hut",settlement,9.2757,39.6714,A,Rubinos  and Ruiz-Gálvez 2003,
138,Beta-148992,,,3100,70,,charcoal,,12937,Gasoru,"structure B, base house; F1.1:2e; HZ94-46; Structure B, basement hut",settlement,9.2757,39.6714,A,Rubinos  and Ruiz-Gálvez 2003,
139,Beta-150719,,,3000,70,,charcoal,,12937,Gasoru,"structure B, house; B1.5:1b2; HZ91-416; Structure B, hut",settlement,9.2757,39.6714,A,Rubinos  and Ruiz-Gálvez 2003,
140,Beta-153649,,,5370,50,,,,1646,Chiarentana,stratigraphic unit 10,,11.7844,43.0124,A,"Tiné, V., 2004; Manfredini et al. 2009",
141,Beta-155962,,,5040,40,,,,1646,Chiarentana,stratigraphic unit 10,,11.7844,43.0124,A,"Tiné, V., 2004; Manfredini et al. 2009",
142,Beta-161933,,,6650,50,,,,13120,"Defensola A, Gargano",,mine (flint),16.1482,41.8989,A,Fiorentino et al. 2013,
143,Beta-165482,,,6940,40,,seed,Cerealia,453,Favella,,,16.4485,39.6742,A,Binder et al. 2018,
144,Beta-169498,,,6340,40,,charcoal,,12345,Penitenzeria,Trench 4 (48n/40e); 148.5 cm (base of layer IV),,15.9208,37.9628,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
145,Beta-169499,,,6190,40,,charcoal,,12345,Penitenzeria,"Trench 4 (38e/48n); 113 cm (layer IV, near top)",,15.9208,37.9628,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
146,Beta-170964,,,3980,50,,charcoal,Quercus,5193,"Castiglione Chiavarese, Monte Loreto",ML602US270,mine (copper),9.5305,44.2755,A,Maggi and Pearce 2005,
147,Beta-170965,,,4030,40,,charcoal,Erica arborea,5193,"Castiglione Chiavarese, Monte Loreto",ML602US427,mine (copper),9.5305,44.2755,A,Maggi and Pearce 2005,
148,Beta-171117,,,3190,70,,,,12940,Gorgo del Ciliegio,,settlement,12.17,43.585,A,Moroni Lanfredini and Benvenuti 2010,
149,Beta-171344,,,4710,40,,charcoal,Erica arborea,5193,"Castiglione Chiavarese, Monte Loreto",ML10T8UUSS2-3,mine (copper),9.5305,44.2755,A,Maggi and Pearce 2005,
150,Beta-177114,,,5170,40,,,,1835,"Scandicci, Via Deledda",,,11.1776,43.7444,A,"Tiné, V., 2004; Manfredini et al. 2009",
151,Beta-177115,,,5080,40,,,,1835,"Scandicci, Via Deledda",,,11.1776,43.7444,A,"Tiné, V., 2004; Manfredini et al. 2009",
152,Beta-178903,,,4000,40,,charcoal,,5193,"Castiglione Chiavarese, Monte Loreto",MLTR8US49GS,mine (copper),9.5305,44.2755,A,Maggi and Pearce 2005,
153,Beta-181784,,,6410,40,,charcoal,,12345,Penitenzeria,Trench 4 (39e/47n); 170 cm (just above base of layer IV),,15.9208,37.9628,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
154,Beta-181785,,,6340,40,,charcoal,,12345,Penitenzeria,Trench 4 (38e/47n); 187.5 cm (base of layer IV),,15.9208,37.9628,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
155,Beta-203528,,,5010,40,,,,5193,"Castiglione Chiavarese, Monte Loreto",,mine (copper),9.5305,44.2755,A,Pearce 2015,
156,Beta-215478,,,4440,40,,charcoal,,19400,S. Lorenzo a Greve,,,11.1901,43.7643,A,Manfredini 2012,
157,Beta-215481,,,4560,40,,,,19400,S. Lorenzo a Greve,,,11.1901,43.7643,A,Manfredini 2012,
158,Beta-227131,,,8770,60,,,,10888,Grotta Mora Cavorso,layer L4-LR,cave,13.1739,41.8779,A,Rolfo et al. 2016,
159,Beta-233256,,,2830,40,,charcoal,,12356,Sant'Aniceto,Trench T4 113e/104n; 90 cm; 404-405; surface below upper Bronze Age pot scatter,,15.9134,37.9475,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
160,Beta-233258,,,2810,40,,bone,,12356,Sant'Aniceto,Trench Apse profile; ashy feature fill at base of profile,,15.9134,37.9475,A,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates,
161,Beta-240892-AMS,,,5400,50,,bone,Bos taurus,25994,"Col del Buson, Belluno ",,settlement,12.2031,46.19,A,Biannchin Citton et al. 2015,
162,Beta-334478,,,6200,40,,bone,Homo Sapiens,25861,Grotta Rifugio,,cave,9.5021,40.2671,A,Lugliè 2018,
163,Beta-369365,,,3000,30,,seed,,5196,Sa Osa,,settlement,8.5466,39.9146,A,Ucchesu et al. 2015,
164,Beta-369366,,,3020,30,,seed,,5196,Sa Osa,,settlement,8.5466,39.9146,A,Ucchesu et al. 2015,
165,Beta-393850,,,2900,30,,seed,,16891,"Rome, Sant'Omobono",,settlement,12.4848,41.892,A,Brock and Terrenato 2016,
166,Beta-393851,,,2930,30,,seed,,16891,"Rome, Sant'Omobono",,settlement,12.4848,41.892,A,Brock and Terrenato 2016,
167,Beta-393852,,,2860,30,,seed,,16891,"Rome, Sant'Omobono",,settlement,12.4848,41.892,A,Brock and Terrenato 2016,
168,Beta-393853,,,2940,30,,seed,,16891,"Rome, Sant'Omobono",,settlement,12.4848,41.892,A,Brock and Terrenato 2016,
169,Beta-44114,,,6180,80,,,,425,Mileto,,,11.1971,43.8267,A,Cremonesi 2001,
170,Beta-44155,,,6100,80,,,,425,Mileto,,,11.1971,43.8267,A,Cremonesi 2001,
171,Beta-45751,,,3930,190,,charcoal,,9798,Valle Lagorara,"workshop floor, LG2A US9",quarry,9.5258,44.3502,A,Maggi et al. 1997,
172,Beta-48682,,,4320,80,,charcoal,,430,"Arene Candide, Finale Ligure",layer 5H,cave,8.3283,44.1625,A,Pearce 2013a,
173,Beta-48683,,,5740,80,,charcoal,,430,"Arene Candide, Finale Ligure",layer 18I,cave,8.3283,44.1625,A,Pearce 2013a,
174,Beta-48685,,,5900,90,,,,430,"Arene Candide, Finale Ligure",,cave,8.3283,44.1625,A,Facchinetti 2012,
175,Beta-48686,,,5780,80,,charcoal,,430,"Arene Candide, Finale Ligure",,cave,8.3283,44.1625,A,Skeates and Whitehouse 1996,
176,Beta-48688,,,3180,90,,bone,Bos,430,"Arene Candide, Finale Ligure",layer 5I,cave,8.3283,44.1625,A,"Pearce, M. 2013. Rethinking the North Italian Early Neolithic.",
